Local_Auth_Code,x,y,geo_area,EU_zone_agglom,Total_PM25,Motorway_in,Motorway_out,Trunk_A_Rd_in,Trunk_A_Rd_out,Primary_A_Rd_in,Primary_A_Rd_out,Minor_Rd.Cold_Start_in,Minor_Rd.Cold_Start_out,Brake.Tyre_in,Brake.Tyre_out,Road_Abrasion_in,Road_Abrasion_out,Industry_in,Industry_out,Domestic_in,Domestic_out,Rail_in,Rail_out,Other_in,Other_out,PM_secondary,Residual.Salt,Point_Sources,Sex,AgeGroup,Pathogen,RatePer100000
S12000049,258500,662500,1,24,5.250637,0,0.033805,0,0.002392,0.002288,0.01661,0.023663,0.053458,0.055814,0.212794,0.017986,0.094921,0.112519,0.58606,0.131804,0.504057,7.30E-05,0.004355,0.0334,0.16911,2.327104,0.719085,0.149334,Male,75+ years,Influenza - Type A (not subtyped),11.72300221
S12000049,259500,662500,1,24,5.469172,0.04126,0.031619,0,0.002392,0.008055,0.017352,0.015171,0.051383,0.130491,0.207725,0.071995,0.091949,0.056449,0.582373,0.04926,0.518708,0.004725,0.003523,0.047462,0.166657,2.327104,0.913324,0.130194,Male,75+ years,Influenza - Type A or B,31.26133921
S12000049,263500,662500,1,24,5.470683,0.040059,0.033542,0,0.002627,0.003686,0.016902,0.00496,0.043209,0.099751,0.196101,0.063646,0.089998,0.032567,0.597943,0.020387,0.538011,0,0.003946,0.034935,0.185114,2.382251,0.898292,0.182758,Male,75+ years,Influenza - Type A(H1N1)pdm09,0
S12000049,264500,662500,1,24,5.751998,0.034087,0.03854,0,0.002877,0.010526,0.016172,0.012266,0.040211,0.124681,0.200063,0.067557,0.094865,0.05729,0.578206,0.086921,0.535283,4.63E-04,0.00347,0.05059,0.173988,2.382251,0.913322,0.32837,Male,75+ years,Influenza - Type A(H3),17.86362241
S12000049,265500,662500,1,24,5.633624,0.057876,0.03917,0,0.00319,0.002845,0.015764,0.004955,0.039148,0.116422,0.200684,0.0775,0.095676,0.034324,0.566453,0.048796,0.545677,7.42E-04,0.003311,0.007652,0.166406,2.401669,0.858669,0.346694,Male,75+ years,Influenza - Type B,1.674714601
S12000049,266500,662500,1,37,5.571723,0.063798,0.044981,0,0.003536,0.005707,0.014097,0.00306,0.036615,0.129726,0.201724,0.085479,0.099767,0.0282,0.546583,0.016541,0.542949,6.86E-04,0.00327,0.00685,0.145174,2.401669,0.928668,0.26264,Male,75+ years,Mycoplasma pneumoniae,0
S12000049,267500,662500,1,37,5.970855,0.074037,0.054106,0,0.003934,0.008891,0.013656,0.006625,0.034694,0.162671,0.215079,0.10557,0.110515,0.094575,0.506087,0.050312,0.533411,0,0.003328,0.002629,0.142073,2.401669,0.930308,0.516684,Male,75+ years,Parainfluenza virus,1.674714601
S12000049,251500,661500,1,24,4.426429,0,0.017375,0,0.00229,0.006936,0.01372,0.00591,0.034745,0.032906,0.142833,0.012299,0.060931,0.030523,0.413724,0.065513,0.382426,0,0.001713,0.006209,0.102845,2.304507,0.700933,0.088087,Male,75+ years,Respiratory syncytial virus,9.490049404
S12000049,252500,661500,1,24,4.685127,0,0.024238,0,0.00229,0.00363,0.013728,0.016664,0.037089,0.048629,0.15865,0.015696,0.070942,0.087342,0.428098,0.136513,0.404968,0,0.001915,0.011856,0.105243,2.304507,0.721087,0.09204,Male,75+ years,Rhinovirus,5.024143802
S12000049,253500,661500,1,24,4.919405,0.040898,0.027701,0,0.002318,0,0.012648,0.01905,0.039138,0.104114,0.166351,0.062392,0.075615,0.055771,0.448102,0.081303,0.429695,0,0.002161,0.006427,0.112451,2.304507,0.834933,0.093829,Male,75+ years,Seasonal coronavirus (Non-SARS-CoV-2),5.024143802
S12000049,254500,661500,1,24,4.541893,0,0.032471,0,0.002293,0,0.011866,0.006609,0.041534,0.018033,0.175846,0.005692,0.08187,0.007302,0.461489,0.004717,0.443366,0,0.002576,0.002872,0.119688,2.304507,0.719657,0.099503,Female,<1 years,Adenovirus,33.91107762
S12000049,255500,661500,1,24,4.636322,0,0.025929,0,0.002366,0,0.012313,0.009074,0.043665,0.026411,0.171683,0.008314,0.075858,0.013753,0.485894,0.007144,0.475712,0.001165,0.002835,0.003592,0.130591,2.327104,0.710499,0.10242,Female,<1 years,Human metapneumovirus,7.535795026
S12000049,256500,661500,1,24,4.975056,0,0.024095,0,0.002477,0.004418,0.012906,0.020377,0.046722,0.049194,0.177953,0.016017,0.076558,0.080813,0.508991,0.116587,0.515241,0.001241,0.002916,0.025149,0.134547,2.327104,0.722831,0.108916,Female,<1 years,Influenza - Type A (any subtype),15.07159005
S12000049,257500,661500,1,24,5.091691,0,0.023782,0,0.002462,0.00193,0.013267,0.023895,0.050157,0.049258,0.18404,0.015913,0.078318,0.089973,0.545132,0.150253,0.53758,5.00E-06,0.003111,0.023131,0.153027,2.327104,0.700541,0.118814,Female,<1 years,Influenza - Type A (not subtyped),3.767897513
S12000049,258500,661500,1,24,5.237271,0,0.024817,0,0.002444,0,0.013715,0.03515,0.04958,0.060148,0.187215,0.019166,0.080168,0.0968,0.589023,0.122071,0.539693,6.90E-05,0.003073,0.068665,0.169307,2.327104,0.71192,0.137144,Female,<1 years,Influenza - Type A or B,15.07159005
S12000049,259500,661500,1,24,5.218717,0,0.027059,0,0.002475,0.009545,0.013329,0.017375,0.050425,0.064393,0.190289,0.021068,0.082833,0.081994,0.596495,0.104957,0.54139,0,0.003425,0.012674,0.169465,2.327104,0.75669,0.145731,Female,<1 years,Influenza - Type A(H1N1)pdm09,0
S12000049,264500,661500,1,24,6.511104,0,0.032795,0,0.003154,0.011566,0.01601,0.009309,0.038078,0.050127,0.185267,0.01661,0.086007,0.070561,0.562606,0.074283,0.546662,2.71E-04,0.004487,0.086777,0.152596,2.382251,0.748305,1.43338,Female,<1 years,Influenza - Type A(H3),11.30369254
S12000049,251500,660500,1,24,4.376804,0,0.017438,0,0.002126,0.011885,0.010877,0.00473,0.0334,0.043132,0.132586,0.016073,0.057361,0.029856,0.387221,0.051756,0.371302,9.83E-04,0.00168,0.010612,0.094133,2.304507,0.709656,0.085498,Female,<1 years,Influenza - Type B,0
S12000049,252500,660500,1,24,4.618279,0,0.023629,0,0.002164,0.007144,0.012498,0.011235,0.035589,0.046306,0.151585,0.015054,0.068209,0.086261,0.402654,0.119034,0.397979,9.73E-04,0.001902,0.017649,0.097291,2.304507,0.728087,0.08853,Female,<1 years,Mycoplasma pneumoniae,7.535795026
S12000049,253500,660500,1,24,4.856868,0.039239,0.025478,0,0.002227,0,0.01296,0.009548,0.037802,0.08527,0.161085,0.055542,0.072426,0.047292,0.428237,0.089935,0.429996,9.73E-04,0.002103,0.006244,0.108732,2.304507,0.847111,0.090159,Female,<1 years,Parainfluenza virus,11.30369254
S12000049,254500,660500,1,24,4.605773,0,0.028169,0,0.002231,0,0.011633,0.005203,0.040589,0.010946,0.16802,0.003534,0.076398,0.032153,0.455762,0.042765,0.469585,0.0011,0.002366,0.007437,0.124432,2.304507,0.722702,0.096241,Female,<1 years,Respiratory syncytial virus,79.12584778
S12000049,255500,660500,1,24,4.882864,0,0.021965,0,0.002345,0,0.011913,0.016835,0.041909,0.039446,0.161234,0.012549,0.069758,0.079014,0.471038,0.104714,0.531255,0.001923,0.002459,0.046296,0.123748,2.327104,0.717809,0.09955,Female,<1 years,Rhinovirus,33.91107762
S12000049,256500,660500,1,24,5.126293,0,0.020499,0,0.002493,0.00632,0.011886,0.021233,0.045318,0.063129,0.166445,0.020556,0.070343,0.10361,0.507305,0.205215,0.582237,0,0.002834,0.013368,0.138078,2.327104,0.712597,0.105728,Female,<1 years,Seasonal coronavirus (Non-SARS-CoV-2),18.83948757
S12000049,257500,660500,1,24,5.109998,0,0.020156,0,0.002508,0,0.012357,0.019113,0.048259,0.043147,0.173845,0.013776,0.072494,0.089653,0.537153,0.157088,0.609571,1.30E-05,0.002485,0.014845,0.152921,2.327104,0.69896,0.114544,Male,<1 years,Adenovirus,14.08897186
S12000049,258500,660500,1,24,5.251717,0,0.020166,0,0.002525,0,0.011549,0.025719,0.045975,0.057452,0.167537,0.018269,0.07049,0.116019,0.528181,0.163065,0.565926,5.90E-05,0.002404,0.180225,0.133296,2.327104,0.692154,0.123603,Male,<1 years,Human metapneumovirus,14.08897186
S12000049,259500,660500,1,24,5.083497,0,0.02079,0,0.002601,0.001191,0.011719,0.019837,0.046129,0.04999,0.169333,0.015928,0.071544,0.089175,0.562299,0.124762,0.559082,6.90E-05,0.002549,0.010977,0.169745,2.327104,0.701145,0.127525,Male,<1 years,Influenza - Type A (any subtype),10.56672889
S12000049,251500,659500,1,24,4.277818,0,0.016734,0,0.001998,8.44E-04,0.011128,0.007898,0.032767,0.023115,0.129506,0.007485,0.055938,0.011273,0.377722,0.016453,0.383738,0,0.001735,0.003751,0.091052,2.37422,0.646936,0.083527,Male,<1 years,Influenza - Type A (not subtyped),0
S12000049,252500,659500,1,24,4.54819,0,0.021929,0,0.002079,0.004879,0.01048,0.017162,0.032253,0.050383,0.137156,0.016223,0.062207,0.059805,0.370702,0.147613,0.385757,0,0.001748,0.013287,0.091761,2.37422,0.662454,0.086094,Male,<1 years,Influenza - Type A or B,10.56672889
S12000049,253500,659500,1,24,4.900328,0.037622,0.022218,0,0.002178,0.010155,0.010249,0.010611,0.036174,0.112012,0.146,0.063937,0.065305,0.062922,0.404161,0.114533,0.442668,0,0.001831,0.008324,0.10668,2.37422,0.780756,0.087773,Male,<1 years,Influenza - Type A(H1N1)pdm09,0
S12000049,254500,659500,1,24,4.897346,0,0.025301,0,0.002209,2.91E-04,0.012737,0.018723,0.037164,0.041437,0.159732,0.013305,0.071955,0.099795,0.418373,0.166341,0.500926,0,0.001973,0.070169,0.11036,2.37422,0.6782,0.094137,Male,<1 years,Influenza - Type A(H3),10.56672889
S12000049,258500,659500,1,24,4.86283,0,0.017715,0,0.002649,0,0.010442,0.009413,0.043251,0.023293,0.156322,0.007645,0.065204,0.03011,0.511057,0.043862,0.627597,0,0.002103,0.005618,0.142739,2.3973,0.64812,0.118393,Male,<1 years,Influenza - Type B,0
S12000049,259500,659500,1,24,4.950085,0,0.018138,0,0.002777,0,0.010371,0.018019,0.039988,0.042007,0.150114,0.013419,0.063547,0.092998,0.497904,0.116306,0.553425,0,0.002145,0.019168,0.132746,2.3973,0.657446,0.122262,Male,<1 years,Mycoplasma pneumoniae,7.044485929
S12000049,260500,659500,1,24,5.018949,0,0.018508,0,0.00289,0,0.010898,0.011597,0.039175,0.023518,0.150207,0.007592,0.063833,0.074866,0.506009,0.090173,0.543901,0,0.002204,0.011239,0.131279,2.48593,0.723534,0.121596,Male,<1 years,Parainfluenza virus,14.08897186
S12000049,251500,658500,1,37,4.265115,0,0.015921,0,0.001923,0,0.009094,0.005337,0.03,0.012237,0.118173,0.003979,0.051684,0.029914,0.344579,0.066911,0.363075,0,0.001424,0.005717,0.082977,2.37422,0.665827,0.082124,Male,<1 years,Respiratory syncytial virus,81.01158818
S12000049,252500,658500,1,37,4.248924,0,0.021677,0,0.002057,0,0.008985,0.001264,0.031117,0.002796,0.131474,0.001115,0.060371,0.00742,0.35242,0.011151,0.400087,0,0.001436,0.002348,0.087595,2.37422,0.666747,0.084645,Male,<1 years,Rhinovirus,49.3114015
S12000049,253500,658500,1,37,4.59906,0.028995,0.019199,0,0.002201,0,0.009837,0.00651,0.033198,0.064788,0.135015,0.043832,0.059562,0.027416,0.368926,0.061564,0.448856,0,0.001461,0.004821,0.098374,2.37422,0.723817,0.086469,Male,<1 years,Seasonal coronavirus (Non-SARS-CoV-2),21.13345779
S12000049,258500,658500,1,37,4.797368,0,0.015992,0,0.00285,0,0.010198,0.006652,0.037549,0.014019,0.141827,0.005178,0.059348,0.031381,0.446547,0.124533,0.607101,0,0.001927,0.040366,0.113028,2.3973,0.636755,0.10482,Female,1-4 years,Adenovirus,7.205714131
S12000049,259500,658500,1,24,4.76125,0,0.016093,0,0.003052,0,0.009575,0.013418,0.034177,0.033299,0.132297,0.010673,0.056553,0.054768,0.441715,0.104727,0.548323,0,0.001874,0.008111,0.122236,2.3973,0.655257,0.117807,Female,1-4 years,Human metapneumovirus,2.702142799
S12000049,260500,658500,1,24,4.786084,0,0.016232,0,0.003232,0,0.009507,0.004924,0.034104,0.01121,0.13269,0.003618,0.056683,0.039589,0.453063,0.040017,0.520424,0,0.001902,0.006338,0.12051,2.48593,0.725857,0.12025,Female,1-4 years,Influenza - Type A (any subtype),4.503571332
S12000049,258500,657500,1,37,4.583549,0,0.014426,0,0.003144,0,0.01089,0.00134,0.034049,0.002794,0.134431,0.001034,0.056075,0.00811,0.41472,0.039723,0.611144,0,0.001966,0.002531,0.107182,2.3973,0.633645,0.109039,Female,1-4 years,Influenza - Type A (not subtyped),0
S12000049,259500,657500,1,37,4.712248,0,0.014455,0,0.003511,0,0.009342,0.003225,0.030013,0.005256,0.121853,0.002389,0.052128,0.027022,0.40479,0.264302,0.486605,0,0.001763,0.003501,0.109755,2.3973,0.662223,0.112813,Female,1-4 years,Influenza - Type A or B,4.503571332
S12000049,260500,657500,1,37,4.658229,0,0.014574,0,0.003908,0,0.008775,0.001173,0.029332,0.002397,0.118679,0.001087,0.051249,0.01121,0.416551,0.070007,0.484178,0,0.001732,0.004112,0.115435,2.48593,0.719082,0.118816,Female,1-4 years,Influenza - Type A(H1N1)pdm09,0
S12000049,256500,672500,1,37,4.446992,0,0.013649,0,0.002073,0,0.015438,7.16E-04,0.031605,0.002382,0.158497,0.001083,0.065656,0.003454,0.530444,0.003132,0.352045,0,0.001573,0.002008,0.113582,2.294742,0.751351,0.103559,Female,1-4 years,Influenza - Type A(H3),4.503571332
S12000049,257500,672500,1,37,4.440355,0,0.014308,0,0.001931,0.005195,0.01318,4.73E-04,0.029535,0.017411,0.145969,0.008365,0.061979,0.005809,0.495428,0.00251,0.336597,0,0.001705,8.64E-04,0.112466,2.294742,0.778595,0.113292,Female,1-4 years,Influenza - Type B,0
S12000049,251500,671500,1,24,4.678519,0,0.010821,0,0.00291,0,0.016947,0.01175,0.033267,0.029845,0.166767,0.009636,0.065865,0.088787,0.499781,0.123651,0.351317,0,0.001226,0.016519,0.159807,2.273259,0.725484,0.090879,Female,1-4 years,Mycoplasma pneumoniae,1.801428533
S12000049,252500,671500,1,24,4.652685,0,0.011747,0,0.002649,0,0.015838,0.008762,0.034664,0.025248,0.165787,0.00815,0.066275,0.064806,0.528505,0.089663,0.379301,0,0.001302,0.0112,0.15143,2.273259,0.720848,0.093251,Female,1-4 years,Parainfluenza virus,1.801428533
S12000049,257500,671500,1,37,4.526954,0,0.015949,0,0.00205,0.001116,0.014382,2.00E-06,0.033813,0.003485,0.162966,0.001677,0.068883,0.003512,0.545135,5.36E-04,0.379128,0,0.00203,0.001356,0.130141,2.294742,0.74089,0.125161,Female,1-4 years,Respiratory syncytial virus,3.602857066
S12000049,258500,671500,1,37,4.532185,0,0.016626,0,0.001897,0.003097,0.01409,8.25E-04,0.032679,0.010675,0.15927,0.005112,0.068319,0.004235,0.489463,0.002578,0.375033,0,0.002182,0.001586,0.131315,2.294742,0.752958,0.165501,Female,1-4 years,Rhinovirus,9.007142664
S12000049,251500,670500,1,24,4.911187,0,0.01207,0,0.002459,0.012306,0.015236,0.01121,0.036006,0.069391,0.165298,0.022803,0.066232,0.078233,0.547259,0.077115,0.399475,4.29E-04,0.001332,0.150216,0.162888,2.273259,0.715457,0.092512,Female,1-4 years,Seasonal coronavirus (Non-SARS-CoV-2),2.702142799
S12000049,252500,670500,1,24,4.900486,0,0.013107,0,0.0024,0.005217,0.017271,0.011529,0.036899,0.045069,0.176447,0.014725,0.070755,0.092511,0.551045,0.140483,0.411853,4.35E-04,0.001447,0.031711,0.188623,2.273259,0.719979,0.095722,Male,1-4 years,Adenovirus,9.402834527
S12000049,253500,670500,1,24,4.935054,0,0.013904,0,0.002374,0,0.019626,0.014278,0.037502,0.034499,0.187861,0.011166,0.075169,0.100032,0.569687,0.188234,0.423548,4.70E-04,0.001578,0.016873,0.170194,2.273259,0.696885,0.097914,Male,1-4 years,Human metapneumovirus,2.564409417
S12000049,256500,670500,1,24,4.783288,0,0.016695,0,0.002303,0,0.017996,0.005442,0.038854,0.013159,0.189608,0.004274,0.077998,0.033999,0.625202,0.04994,0.430495,0,0.002568,0.007916,0.157534,2.294742,0.69117,0.123389,Male,1-4 years,Influenza - Type A (any subtype),13.67685022
S12000049,257500,670500,1,37,4.860368,0,0.017875,0,0.002222,0,0.01598,0.007292,0.038049,0.018604,0.181757,0.006364,0.076511,0.036992,0.594782,0.114965,0.411588,0,0.002779,0.006529,0.152875,2.294742,0.733691,0.146769,Male,1-4 years,Influenza - Type A (not subtyped),2.564409417
S12000049,258500,670500,1,37,4.81939,0,0.018907,0,0.002093,0.003925,0.01541,3.95E-04,0.038904,0.013546,0.18236,0.006485,0.077497,0.007059,0.591325,0.003423,0.432929,0,0.002782,9.81E-04,0.162024,2.294742,0.830904,0.133698,Male,1-4 years,Influenza - Type A or B,14.53165336
S12000049,259500,670500,1,37,4.765875,0,0.019448,0,0.001991,0,0.01548,5.61E-04,0.039526,0.001603,0.184553,5.19E-04,0.078836,0.011097,0.583199,0.012519,0.456754,0,0.00302,0.002878,0.157418,2.294742,0.739021,0.162708,Male,1-4 years,Influenza - Type A(H1N1)pdm09,0
S12000049,251500,669500,1,24,4.949074,0,0.013667,0,0.002263,5.00E-06,0.017902,0.014002,0.035819,0.035032,0.175033,0.011317,0.070829,0.104423,0.574082,0.200648,0.396493,1.30E-05,0.001373,0.017284,0.198162,2.280149,0.708191,0.092386,Male,1-4 years,Influenza - Type A(H3),11.1124408
S12000049,252500,669500,1,24,5.033547,0,0.014911,0,0.00225,0.004307,0.017943,0.010444,0.038553,0.041061,0.184088,0.0134,0.074786,0.088833,0.589691,0.149209,0.439968,0,0.00151,0.014072,0.206313,2.280149,0.765162,0.096894,Male,1-4 years,Influenza - Type B,0.854803139
S12000049,253500,669500,1,24,5.117778,0,0.015682,0,0.002285,0.012844,0.018665,0.011897,0.03966,0.073477,0.190514,0.024152,0.077483,0.094755,0.618307,0.159715,0.449776,0,0.00174,0.015177,0.189586,2.280149,0.740757,0.101156,Male,1-4 years,Mycoplasma pneumoniae,5.128818833
S12000049,254500,669500,1,24,5.11823,0,0.016509,0,0.002269,0.01292,0.022519,0.014754,0.040488,0.073516,0.208057,0.024118,0.083888,0.07926,0.645866,0.11203,0.455117,3.40E-04,0.002206,0.026486,0.175921,2.280149,0.731321,0.110497,Male,1-4 years,Parainfluenza virus,1.709606278
S12000049,255500,669500,1,24,5.369872,0,0.017624,0,0.002298,0.005562,0.021705,0.005527,0.043831,0.033748,0.212357,0.011116,0.086142,0.460945,0.61481,0.041595,0.472085,0.002602,0.002262,0.032708,0.172437,2.302001,0.705273,0.123244,Male,1-4 years,Respiratory syncytial virus,8.548031388
S12000049,256500,669500,1,24,5.236834,0,0.018926,0,0.002385,0.006953,0.018632,0.012322,0.042724,0.052434,0.203581,0.017339,0.084309,0.096721,0.701603,0.166181,0.457834,0.002383,0.002889,0.020051,0.175975,2.302001,0.71919,0.1324,Male,1-4 years,Rhinovirus,12.82204708
S12000049,257500,669500,1,24,5.041316,0,0.020403,0,0.002338,0,0.018741,0.009118,0.044323,0.024307,0.20896,0.008123,0.087337,0.056459,0.655921,0.090149,0.474927,0.002595,0.003023,0.01008,0.184422,2.302001,0.700319,0.137769,Male,1-4 years,Seasonal coronavirus (Non-SARS-CoV-2),4.274015694
S12000049,258500,669500,1,24,5.132975,0,0.021829,0,0.002237,0.006001,0.016979,0.008526,0.044701,0.039926,0.205939,0.01433,0.087381,0.064804,0.634305,0.078211,0.479584,0,0.003942,0.057655,0.19377,2.302001,0.720065,0.150788,Female,5-14 years,Adenovirus,0.358155927
S12000049,259500,669500,1,24,5.193196,0,0.022666,0,0.002155,0,0.017449,0.009774,0.044972,0.027449,0.209043,0.008862,0.089279,0.091696,0.627853,0.171956,0.483456,0,0.004292,0.015429,0.188017,2.302001,0.735662,0.141183,Female,5-14 years,Human metapneumovirus,0
S12000049,263500,669500,1,37,4.987141,0,0.028328,0,0.001814,0,0.012531,0.006049,0.040516,0.016308,0.20041,0.005682,0.091261,0.013287,0.554555,0.069019,0.510449,0,0.002881,0.002068,0.144412,2.358448,0.791702,0.137418,Female,5-14 years,Influenza - Type A (any subtype),1.432623707
S12000049,251500,668500,1,24,4.902979,0,0.016153,0,0.002231,0.010242,0.016804,0.009614,0.036498,0.054006,0.177098,0.017778,0.073737,0.069513,0.559713,0.094155,0.413942,4.30E-05,0.001411,0.029141,0.216194,2.280149,0.731594,0.092964,Female,5-14 years,Influenza - Type A (not subtyped),0
S12000049,252500,668500,1,24,5.179038,0,0.017696,0,0.002199,0.003783,0.019487,0.014021,0.039018,0.048258,0.191952,0.01571,0.079825,0.122328,0.615428,0.177707,0.421346,5.60E-05,0.001592,0.01955,0.297475,2.280149,0.713,0.098458,Female,5-14 years,Influenza - Type A or B,1.432623707
S12000049,253500,668500,1,24,5.145954,0,0.01835,0,0.002227,0,0.022406,0.013377,0.04174,0.031869,0.211714,0.010289,0.086727,0.085118,0.66479,0.143782,0.458784,3.00E-05,0.001905,0.010884,0.236126,2.280149,0.720052,0.105634,Female,5-14 years,Influenza - Type A(H1N1)pdm09,0
S12000049,254500,668500,1,24,5.28974,0,0.019082,0,0.002216,0.023336,0.022336,0.014943,0.044307,0.114972,0.218342,0.037636,0.089362,0.076991,0.667681,0.130179,0.477682,6.11E-04,0.002121,0.01413,0.200637,2.280149,0.733196,0.119828,Female,5-14 years,Influenza - Type A(H3),1.432623707
S12000049,255500,668500,1,24,5.273109,0,0.020285,0,0.002259,0.007916,0.023335,0.023691,0.045841,0.064322,0.229391,0.020997,0.093863,0.091109,0.674085,0.154162,0.486821,7.30E-05,0.002565,0.014521,0.195415,2.302001,0.703339,0.117119,Female,5-14 years,Influenza - Type B,0
S12000049,256500,668500,1,24,5.304266,0,0.022037,0,0.002355,0.004257,0.02127,0.01257,0.050024,0.043035,0.23163,0.014146,0.095916,0.112308,0.670215,0.140884,0.500247,0,0.002837,0.038788,0.193207,2.302001,0.708967,0.137573,Female,5-14 years,Mycoplasma pneumoniae,1.432623707
S12000049,257500,668500,1,24,5.255802,0,0.024096,0,0.002319,0.004892,0.020088,0.013777,0.050045,0.048251,0.231793,0.015734,0.097597,0.061873,0.681709,0.074852,0.511429,1.23E-04,0.003374,0.034653,0.212594,2.302001,0.724504,0.140099,Female,5-14 years,Parainfluenza virus,1.07446778
S12000049,258500,668500,1,24,5.404757,0,0.026383,0,0.002231,0.006151,0.019107,0.013591,0.050166,0.055696,0.230194,0.018048,0.098947,0.08514,0.671248,0.088696,0.504225,0.00239,0.003744,0.186994,0.187354,2.302001,0.718439,0.134012,Female,5-14 years,Respiratory syncytial virus,0
S12000049,259500,668500,1,24,5.280871,0,0.027417,0,0.002164,3.10E-05,0.01952,0.012832,0.049481,0.036287,0.232281,0.01158,0.100529,0.068199,0.672097,0.100629,0.509631,0.00393,0.004165,0.01519,0.226356,2.302001,0.748844,0.137707,Female,5-14 years,Rhinovirus,1.790779634
S12000049,260500,668500,1,24,5.358569,0,0.027554,0,0.002125,0.007863,0.017517,0.013508,0.048095,0.067668,0.226517,0.022061,0.098755,0.076343,0.659318,0.099736,0.52113,0.001018,0.004488,0.013885,0.197771,2.358448,0.745552,0.149216,Female,5-14 years,Seasonal coronavirus (Non-SARS-CoV-2),1.432623707
S12000049,261500,668500,1,24,5.257453,0,0.02831,0,0.002084,0,0.016603,0.012731,0.046213,0.02825,0.224377,0.00912,0.098749,0.060584,0.667914,0.103362,0.528497,0,0.003674,0.009487,0.182875,2.358448,0.727539,0.148637,Male,5-14 years,Adenovirus,1.37114024
S12000049,262500,668500,1,24,5.208434,0,0.034008,0,0.002035,0,0.014458,0.009532,0.04409,0.026494,0.223703,0.008536,0.103447,0.062638,0.623636,0.091811,0.533674,0,0.003153,0.009409,0.167295,2.358448,0.747791,0.144274,Male,5-14 years,Human metapneumovirus,0.34278506
S12000049,263500,668500,1,37,5.255917,0.018822,0.03427,0,0.001935,0,0.013805,0.012703,0.040896,0.070007,0.216113,0.039335,0.101389,0.045306,0.581692,0.082883,0.526667,2.50E-05,0.002952,0.006077,0.154668,2.358448,0.807563,0.140362,Male,5-14 years,Influenza - Type A (any subtype),3.085065541
S12000049,264500,668500,1,37,5.144052,0.021293,0.033185,0,0.001986,0,0.013739,0.003638,0.039249,0.051741,0.211053,0.036363,0.09905,0.028831,0.554304,0.087021,0.523946,2.93E-04,0.002773,0.004696,0.144031,2.358448,0.78995,0.138463,Male,5-14 years,Influenza - Type A (not subtyped),0.68557012
S12000049,252500,667500,1,24,5.791968,0,0.02458,0,0.002287,0.006731,0.020181,0.016396,0.039919,0.036954,0.213859,0.012154,0.093134,0.227977,0.591926,0.032522,0.434758,0,0.001716,0.680391,0.211569,2.280149,0.764005,0.10076,Male,5-14 years,Influenza - Type A or B,3.085065541
S12000049,253500,667500,1,24,5.452889,0,0.02341,0,0.002275,0.010913,0.022476,0.01582,0.042957,0.075648,0.22177,0.024777,0.094443,0.083786,0.727358,0.149139,0.439313,2.50E-05,0.0019,0.022693,0.351768,2.280149,0.749898,0.112371,Male,5-14 years,Influenza - Type A(H1N1)pdm09,0
S12000049,254500,667500,1,24,5.420136,0,0.023324,0,0.002234,0.026083,0.024651,0.015854,0.045757,0.130193,0.238762,0.042563,0.099676,0.082521,0.676022,0.132566,0.477764,9.60E-05,0.002106,0.01398,0.246026,2.280149,0.729821,0.129988,Male,5-14 years,Influenza - Type A(H3),2.39949542
S12000049,255500,667500,1,24,5.340002,0,0.024189,0,0.002268,0.001576,0.027044,0.020045,0.049374,0.050498,0.257389,0.016349,0.106267,0.087479,0.65522,0.166702,0.491899,2.02E-04,0.002357,0.023278,0.218297,2.302001,0.706052,0.131516,Male,5-14 years,Influenza - Type B,0
S12000049,256500,667500,1,24,5.428592,0,0.026374,0,0.002357,0.009522,0.021479,0.024539,0.053285,0.089775,0.245416,0.029162,0.103954,0.081141,0.690009,0.1376,0.513165,0,0.002767,0.022468,0.213408,2.302001,0.716397,0.143774,Male,5-14 years,Mycoplasma pneumoniae,1.7139253
S12000049,257500,667500,1,24,5.486858,0,0.030271,0,0.002319,0.007618,0.02192,0.019968,0.055056,0.074502,0.256306,0.024168,0.110624,0.103399,0.703634,0.14456,0.511401,0,0.00329,0.02982,0.211417,2.302001,0.731639,0.142947,Male,5-14 years,Parainfluenza virus,0
S12000049,258500,667500,1,24,5.378226,0,0.037483,0,0.002234,0.003952,0.022851,0.012133,0.056856,0.040916,0.270103,0.013326,0.121023,0.077964,0.684991,0.082932,0.519504,0,0.004032,0.027109,0.219008,2.302001,0.743992,0.135817,Male,5-14 years,Respiratory syncytial virus,0.34278506
S12000049,259500,667500,1,24,5.416514,0,0.039109,0,0.002175,0.005791,0.021003,0.0096,0.054929,0.040705,0.262069,0.013416,0.119789,0.064131,0.681159,0.051425,0.518948,0.002082,0.004418,0.089546,0.209465,2.302001,0.774765,0.149988,Male,5-14 years,Rhinovirus,1.7139253
S12000049,260500,667500,1,24,5.564321,0,0.037743,0,0.002149,0.010663,0.019399,0.014277,0.05032,0.075377,0.250449,0.024725,0.114986,0.106378,0.681603,0.07844,0.522682,0.002556,0.003825,0.074595,0.205004,2.358448,0.762689,0.168014,Male,5-14 years,Seasonal coronavirus (Non-SARS-CoV-2),1.02835518
S12000049,261500,667500,1,24,5.61335,0,0.039183,0,0.002123,0,0.018403,0.013877,0.047264,0.027943,0.249773,0.009022,0.116029,0.275884,0.640438,0.107429,0.524433,1.59E-04,0.003785,0.051553,0.193521,2.358448,0.765971,0.168112,Female,15-44 years,Adenovirus,1.175072022
