Local_Auth_Code,x,y,geo_area,EU_zone_agglom,Total_PM25,Motorway_in,Motorway_out,Trunk_A_Rd_in,Trunk_A_Rd_out,Primary_A_Rd_in,Primary_A_Rd_out,Minor_Rd.Cold_Start_in,Minor_Rd.Cold_Start_out,Brake.Tyre_in,Brake.Tyre_out,Road_Abrasion_in,Road_Abrasion_out,Industry_in,Industry_out,Domestic_in,Domestic_out,Rail_in,Rail_out,Other_in,Other_out,PM_secondary,Residual.Salt,Point_Sources,Sex,AgeGroup,Pathogen,RatePer100000
S12000033,383500,815500,1,38,3.624074,0,0,0,0.003777,0,0.002482,7.62E-04,0.007471,0.002012,0.031868,9.19E-04,0.012949,0.005039,0.140596,0.010548,0.173902,0.001333,0.001013,0.002589,0.050993,2.405387,0.754099,0.016341,Female,<1 years,Adenovirus,7.535795026
S12000033,384500,815500,1,38,3.741345,0,0,0,0.003913,0,0.002698,6.40E-05,0.007979,1.78E-04,0.033613,8.10E-05,0.013699,0.005351,0.147688,0.00117,0.180955,0.001421,0.001033,0.001642,0.057703,2.405387,0.859388,0.017382,Female,<1 years,Human metapneumovirus,0
S12000033,385500,815500,1,38,3.761882,0,0,0,0.004522,0,0.002979,4.38E-04,0.008607,0.001203,0.036843,5.50E-04,0.015078,0.007869,0.156526,0.005998,0.175452,0.001505,0.001057,0.001723,0.068279,2.400255,0.854598,0.018405,Female,<1 years,Influenza - Type A (any subtype),0
S12000033,383500,814500,1,38,3.709866,0,0,0,0.004628,0,0.002596,8.26E-04,0.008205,0.002196,0.035768,0.001003,0.014655,0.006616,0.144799,0.011328,0.221273,0,8.97E-04,0.002731,0.052971,2.425729,0.756858,0.016789,Female,<1 years,Influenza - Type A (not subtyped),0
S12000033,384500,814500,1,38,3.618867,0,0,0,0.004821,0,0.002842,2.74E-04,0.008365,7.98E-04,0.037195,3.65E-04,0.015321,0.008831,0.150209,0,0.191232,0,9.48E-04,0.002885,0.059846,2.425729,0.690853,0.018353,Female,<1 years,Influenza - Type A or B,0
S12000033,385500,814500,1,38,3.717991,0,0,0.00209,0.005679,0,0.003157,5.32E-04,0.009238,0.007397,0.041632,0.003544,0.017235,0.008231,0.162435,0.009575,0.176109,0,0.001036,0.001956,0.075256,2.419336,0.752201,0.021353,Female,<1 years,Influenza - Type A(H1N1)pdm09,0
S12000033,386500,814500,1,38,3.820152,0,0,0.006265,0.005494,0,0.003627,7.14E-04,0.011602,0.019918,0.045167,0.009591,0.018396,0.008327,0.187773,0.007346,0.18172,8.20E-04,9.98E-04,0.001646,0.118646,2.419336,0.747615,0.025154,Female,<1 years,Influenza - Type A(H3),0
S12000033,387500,814500,1,38,4.03641,0,0,0.005991,0.005647,0,0.004492,0.001804,0.015607,0.021458,0.051595,0.010181,0.020704,0.011923,0.222072,0.025869,0.197937,0.001758,0.001067,0.002318,0.165411,2.419336,0.7995,0.051741,Female,<1 years,Influenza - Type B,0
S12000033,392500,814500,1,38,4.105049,0,0,0.00367,0.003906,0,0.006675,2.02E-04,0.015964,0.011356,0.058797,0.005467,0.022244,0.002632,0.303576,4.69E-04,0.289562,0,9.80E-04,0.001208,0.132297,2.41146,0.787356,0.047233,Female,<1 years,Mycoplasma pneumoniae,0
S12000033,393500,814500,1,38,4.400143,0,0,0.004131,0.004388,0,0.006483,6.69E-04,0.016056,0.01429,0.0603,0.006779,0.022874,0.119374,0.297212,0.002878,0.303892,0,9.43E-04,0.001581,0.132723,2.41146,0.938904,0.055203,Female,<1 years,Parainfluenza virus,15.07159005
S12000033,394500,814500,1,38,4.265264,0,0,0.004264,0.005373,0,0.005647,0.00093,0.014773,0.015432,0.058626,0.007308,0.022629,0.003502,0.312759,0.005819,0.308445,0,7.83E-04,0.001646,0.118803,2.41146,0.906829,0.060231,Female,<1 years,Respiratory syncytial virus,48.98266767
S12000033,383500,813500,1,38,3.928652,0,0,0,0.007091,0,0.002703,7.20E-04,0.00934,0.001479,0.04501,6.16E-04,0.018821,0.008452,0.154485,0.028964,0.295799,0,6.31E-04,0.001203,0.057817,2.425729,0.852058,0.017734,Female,<1 years,Rhinovirus,41.44687265
S12000033,384500,813500,1,38,3.6638,0,0,0,0.006341,0,0.002976,3.63E-04,0.008716,0.001059,0.042477,4.84E-04,0.017783,0.005988,0.158503,0,0.207051,0,6.68E-04,0.001586,0.062321,2.425729,0.70192,0.019835,Female,<1 years,Seasonal coronavirus (Non-SARS-CoV-2),0
S12000033,385500,813500,1,38,3.64946,0,0,0.005895,0.006285,0,0.003351,7.93E-04,0.009874,0.019135,0.044718,0.009205,0.018573,0.005495,0.172414,0.001272,0.181847,0,7.25E-04,0.002242,0.081358,2.419336,0.643148,0.023797,Male,<1 years,Adenovirus,24.65570075
S12000033,386500,813500,1,38,4.023674,0,0,0,0.00749,0,0.003906,0.004559,0.01371,0.006163,0.054063,0.002163,0.022276,0.022003,0.202177,0.007174,0.18415,0,8.92E-04,0.125375,0.116875,2.419336,0.795182,0.036177,Male,<1 years,Human metapneumovirus,10.56672889
S12000033,387500,813500,1,38,4.315302,0,0,0,0.006442,0,0.005421,0.010791,0.018639,0.008258,0.061952,0.002804,0.024617,0.028926,0.25312,0.003425,0.227142,1.65E-04,0.001266,0.233239,0.182596,2.419336,0.807584,0.019579,Male,<1 years,Influenza - Type A (any subtype),0
S12000033,388500,813500,1,38,4.494044,0,0,0,0.005611,0.004223,0.007047,0.047976,0.019467,0.034719,0.067704,0.012322,0.026221,0.044064,0.297301,0.167848,0.264372,0.001348,0.00151,0.041402,0.234055,2.419336,0.742634,0.05489,Male,<1 years,Influenza - Type A (not subtyped),0
S12000033,389500,813500,1,38,4.534491,0,0,0,0.004682,0.007676,0.009418,0.008122,0.02595,0.041415,0.075692,0.013874,0.028661,0.035452,0.366283,0.166182,0.322018,0,0.001636,0.022611,0.214104,2.419336,0.725532,0.045847,Male,<1 years,Influenza - Type A or B,0
S12000033,390500,813500,1,38,4.13134,0,0,0,0.004022,0,0.009393,3.04E-04,0.020278,8.39E-04,0.072555,3.83E-04,0.027141,0.003991,0.364015,0.002725,0.332692,0,0.001284,0.002497,0.176492,2.41146,0.651326,0.049945,Male,<1 years,Influenza - Type A(H1N1)pdm09,0
S12000033,391500,813500,1,38,4.209641,0,0,0,0.003708,0,0.007969,7.17E-04,0.017937,0.001849,0.065098,8.43E-04,0.024342,0.004403,0.337738,0.01147,0.314015,0,0.00116,0.001969,0.149257,2.41146,0.803992,0.051711,Male,<1 years,Influenza - Type A(H3),0
S12000033,392500,813500,1,38,4.310899,0,0,0,0.00386,0,0.007675,2.51E-04,0.018832,7.14E-04,0.067271,3.27E-04,0.025045,0.002844,0.333635,3.00E-05,0.351024,0,0.001099,0.001109,0.143761,2.41146,0.888689,0.053277,Male,<1 years,Influenza - Type B,0
S12000033,393500,813500,1,38,4.328359,0,0,0,0.004395,0,0.007485,5.75E-04,0.019468,0.001613,0.070247,7.37E-04,0.02615,0.014706,0.359094,0.0023,0.36398,0,0.001056,0.00191,0.147218,2.41146,0.836109,0.059855,Male,<1 years,Mycoplasma pneumoniae,0
S12000033,394500,813500,1,38,4.369107,0,0,0,0.006166,0,0.007262,0.001487,0.01951,0.004324,0.07505,0.001674,0.028425,0.004366,0.363396,0.003597,0.35941,0,0.001019,0.002235,0.154993,2.41146,0.849267,0.075462,Male,<1 years,Parainfluenza virus,14.08897186
S12000033,395500,813500,1,38,4.241319,0,0,0.009591,0.005682,0,0.00671,0.001127,0.017076,0.029025,0.066876,0.014026,0.025478,0.004458,0.341695,0.022209,0.331443,0,9.72E-04,0.001979,0.158235,2.435261,0.728173,0.041304,Male,<1 years,Respiratory syncytial virus,59.87813039
S12000033,396500,813500,1,38,3.915538,0,0,0,0.005628,0,0.005545,4.00E-05,0.013591,9.70E-05,0.056322,4.50E-05,0.021816,4.10E-04,0.307387,8.49E-04,0.27332,0,8.05E-04,2.13E-04,0.142232,2.435261,0.566991,0.084985,Male,<1 years,Rhinovirus,109.1895319
S12000033,383500,812500,1,38,3.885712,0,0,0.013053,0.005733,0,0.00287,0.001571,0.009112,0.040298,0.041133,0.018993,0.017061,0.012577,0.15855,0.033405,0.276937,0,5.39E-04,0.001991,0.059076,2.425729,0.749084,0.017995,Male,<1 years,Seasonal coronavirus (Non-SARS-CoV-2),0
S12000033,384500,812500,1,38,3.601149,0,0,9.45E-04,0.00864,0,0.003143,5.78E-04,0.008838,0.004225,0.049731,0.001993,0.021268,0.004662,0.167543,0.004473,0.207422,0,5.72E-04,0.001586,0.060469,2.425729,0.609318,0.020019,Female,1-4 years,Adenovirus,6.304999865
S12000033,385500,812500,1,38,3.707704,0,0,0.004952,0.008117,0,0.003554,4.73E-04,0.010032,0.015529,0.051028,0.007483,0.021563,0.005466,0.18536,3.30E-05,0.18802,0,6.25E-04,0.00189,0.076211,2.419336,0.684041,0.023988,Female,1-4 years,Human metapneumovirus,0.900714266
S12000033,386500,812500,1,38,4.048517,0,0,0.001755,0.00922,0,0.004278,0.016476,0.011559,0.021382,0.058924,0.00783,0.024762,0.032479,0.221275,0.007746,0.189373,0,7.22E-04,0.107665,0.106905,2.419336,0.772133,0.034699,Female,1-4 years,Influenza - Type A (any subtype),0
S12000033,387500,812500,1,38,4.271309,0,0,0,0.007868,0,0.006234,0.013476,0.018346,0.01774,0.069179,0.005756,0.027877,0.017425,0.274037,0.010331,0.232467,0,0.001048,0.20958,0.166095,2.419336,0.733555,0.040962,Female,1-4 years,Influenza - Type A (not subtyped),0
S12000033,388500,812500,1,38,4.540659,0,0,0,0.005819,0.001732,0.008362,0.014394,0.025317,0.024219,0.076436,0.007944,0.029446,0.047595,0.339954,0.184904,0.275666,0.002052,0.001289,0.140379,0.233906,2.419336,0.663218,0.038689,Female,1-4 years,Influenza - Type A or B,0
S12000033,389500,812500,1,38,5.008405,0,0,0,0.004595,0.011592,0.009723,0.019244,0.023716,0.061496,0.078754,0.020569,0.029562,0.075034,0.573242,0.19106,0.343825,0,0.001943,0.190437,0.215304,2.419336,0.691962,0.047011,Female,1-4 years,Influenza - Type A(H1N1)pdm09,0
S12000033,390500,812500,1,38,4.412311,0,0,0,0.003922,0,0.010741,8.34E-04,0.022148,0.002354,0.080058,0.001077,0.02957,0.003281,0.493283,0.002379,0.364911,0,0.001497,0.002217,0.199607,2.41146,0.72507,0.057901,Female,1-4 years,Influenza - Type A(H3),0
S12000033,391500,812500,1,38,4.259379,0,0,0,0.003564,0,0.009327,7.80E-05,0.020346,1.98E-04,0.073933,9.10E-05,0.027272,0.00309,0.384217,0.001662,0.3659,0,0.001322,0.002345,0.154559,2.41146,0.742959,0.057059,Female,1-4 years,Influenza - Type B,0
S12000033,392500,812500,1,38,4.518454,0,0,0,0.003503,0,0.009139,0.005309,0.022603,0.009785,0.078016,0.003458,0.028387,0.026104,0.384369,0.1663,0.429223,0,0.001247,0.005077,0.152763,2.41146,0.723121,0.058593,Female,1-4 years,Mycoplasma pneumoniae,0
S12000033,393500,812500,1,38,4.484956,0,0,0,0.004101,0,0.009015,0.004497,0.024873,0.01088,0.084324,0.003683,0.030613,0.010226,0.382882,0.073999,0.486938,0,0.001201,0.003078,0.167212,2.41146,0.712172,0.063797,Female,1-4 years,Parainfluenza virus,4.503571332
S12000033,394500,812500,1,38,4.635986,0,0,0.009043,0.004831,0,0.00882,0.010667,0.023293,0.052941,0.081118,0.021187,0.029843,0.016174,0.418439,0.0769,0.442703,0,0.001158,0.004256,0.195675,2.41146,0.753004,0.07447,Female,1-4 years,Respiratory syncytial virus,15.31214253
S12000033,395500,812500,1,38,4.384788,0,0,8.91E-04,0.005988,0,0.007911,4.64E-04,0.020603,0.00378,0.077298,0.001799,0.029005,0.003078,0.407619,3.80E-04,0.387285,0,0.001097,0.001018,0.197544,2.435261,0.730074,0.073697,Female,1-4 years,Rhinovirus,19.81571386
S12000033,396500,812500,1,38,3.968208,0,0,0,0.004012,0,0.006369,0,0.015202,0,0.056953,0,0.021306,1.80E-05,0.346861,0,0.294775,0,9.09E-04,2.00E-06,0.168241,2.435261,0.560552,0.057748,Female,1-4 years,Seasonal coronavirus (Non-SARS-CoV-2),0.900714266
S12000033,382500,811500,1,38,3.715778,0,0,0,0.004778,0,0.002837,2.73E-04,0.007729,7.53E-04,0.035994,3.44E-04,0.015024,0.003057,0.146145,0.003969,0.218373,0,4.59E-04,0.002085,0.049979,2.425729,0.781113,0.017137,Male,1-4 years,Adenovirus,7.69322825
S12000033,383500,811500,1,38,3.802342,0,0,0,0.005702,0,0.003029,9.29E-04,0.008119,0.001674,0.039966,7.65E-04,0.016828,0.007873,0.157079,0.020141,0.209891,0,4.89E-04,0.002044,0.052812,2.425729,0.830541,0.018732,Male,1-4 years,Human metapneumovirus,0.854803139
S12000033,384500,811500,1,38,3.728696,0,0,0.014616,0.004889,0,0.003304,0.001365,0.008476,0.04415,0.039099,0.021121,0.01627,0.007825,0.170416,0.021195,0.194008,0,5.25E-04,0.001636,0.057035,2.425729,0.675605,0.021436,Male,1-4 years,Influenza - Type A (any subtype),0
S12000033,385500,811500,1,38,3.725202,0,0,0.007222,0.007926,0,0.003726,6.94E-04,0.009538,0.022052,0.05062,0.010551,0.021454,0.005419,0.195332,0.003271,0.190612,0,5.72E-04,0.002361,0.067615,2.419336,0.680999,0.025902,Male,1-4 years,Influenza - Type A (not subtyped),0
S12000033,386500,811500,1,38,3.928748,0,0,0.013391,0.00882,0,0.004615,0.001436,0.012529,0.041399,0.059811,0.019549,0.02506,0.009867,0.20121,0.00969,0.196878,0,6.48E-04,0.016061,0.095399,2.419336,0.761971,0.031077,Male,1-4 years,Influenza - Type A or B,0
S12000033,387500,811500,1,38,4.155201,0,0,0.005466,0.009258,0.00283,0.006865,0.008481,0.016389,0.03986,0.07351,0.016554,0.030234,0.008177,0.270722,0.011513,0.240512,0,8.96E-04,0.008007,0.148284,2.419336,0.803619,0.034694,Male,1-4 years,Influenza - Type A(H1N1)pdm09,0
S12000033,388500,811500,1,38,4.540801,0,0,0,0.006703,0.002895,0.00988,0.025509,0.019627,0.032893,0.082159,0.010816,0.03242,0.032969,0.341607,0.027814,0.310806,8.10E-04,0.001289,0.262619,0.147656,2.419336,0.733836,0.039154,Male,1-4 years,Influenza - Type A(H3),0
S12000033,389500,811500,1,38,5.905787,0,0,0,0.004626,0.006815,0.011949,0.010034,0.024253,0.038401,0.088654,0.012897,0.033113,1.435835,0.26545,0.10711,0.360706,0.001317,0.001781,0.140384,0.201177,2.419336,0.684936,0.057014,Male,1-4 years,Influenza - Type B,0
S12000033,390500,811500,1,38,4.653338,0,0,0,0.003818,0,0.012152,7.07E-04,0.022644,0.001816,0.087058,8.29E-04,0.031901,0.00379,0.579758,0.00311,0.393724,0,0.001841,0.001836,0.181971,2.41146,0.845086,0.069839,Male,1-4 years,Mycoplasma pneumoniae,2.564409417
S12000033,391500,811500,1,38,4.339229,0,0,0,0.003418,0,0.012028,7.63E-04,0.023353,0.002181,0.088317,9.40E-04,0.031941,0.00273,0.3982,0.00188,0.443143,0,0.001535,0.002508,0.152563,2.41146,0.69647,0.065796,Male,1-4 years,Parainfluenza virus,9.402834527
S12000033,392500,811500,1,38,4.915946,0,0,0,0.003276,0,0.012089,0.016455,0.025615,0.029157,0.093074,0.009486,0.033332,0.084939,0.407199,0.478474,0.487766,0,0.001469,0.01045,0.165389,2.41146,0.576954,0.069362,Male,1-4 years,Respiratory syncytial virus,26.4988973
S12000033,393500,811500,1,38,4.942747,0,0,0,0.003706,0,0.012108,0.017451,0.029046,0.039682,0.099339,0.012726,0.035436,0.060662,0.450012,0.299803,0.592674,0,0.001406,0.008056,0.209526,2.41146,0.586595,0.073056,Male,1-4 years,Rhinovirus,29.91810986
S12000033,394500,811500,1,38,5.020615,0,0,0.008866,0.004066,0,0.01262,0.013742,0.028243,0.041103,0.101626,0.017279,0.036263,0.055617,0.48163,0.14436,0.543027,0,0.001337,0.132919,0.225942,2.41146,0.690662,0.069852,Male,1-4 years,Seasonal coronavirus (Non-SARS-CoV-2),0
S12000033,395500,811500,1,38,4.569757,0,0,0,0.00479,0,0.010031,0.00246,0.023027,0.003103,0.083736,0.001028,0.030634,0.027709,0.462174,0.002045,0.44043,0,0.001247,0.068133,0.22316,2.435261,0.689855,0.060936,Female,5-14 years,Adenovirus,0.358155927
S12000033,396500,811500,1,38,4.042924,0,0,0,0.003113,0,0.007394,0,0.016755,0,0.05997,0,0.0219,0,0.381149,0,0.319183,0,0.001034,0,0.190921,2.435261,0.555017,0.051227,Female,5-14 years,Human metapneumovirus,0
S12000033,383500,810500,1,38,3.740983,0,0,0,0.003777,0,0.003197,0.001462,0.007756,0.003384,0.034099,0.001546,0.014158,0.008211,0.157806,0.027216,0.185737,0,4.59E-04,0.002465,0.050732,2.425729,0.793764,0.019488,Female,5-14 years,Influenza - Type A (any subtype),0
S12000033,384500,810500,1,38,3.65527,0,0,0,0.005403,0,0.003483,6.87E-04,0.008583,0.001784,0.041154,8.16E-04,0.017289,0.004535,0.173579,0.011994,0.191447,0,4.92E-04,0.001758,0.056449,2.425729,0.687666,0.022419,Female,5-14 years,Influenza - Type A (not subtyped),0
S12000033,385500,810500,1,38,3.617295,0,0,0,0.006969,0,0.003924,2.81E-04,0.009497,7.98E-04,0.048571,3.65E-04,0.02048,0.004309,0.19199,0.001467,0.192762,0,5.39E-04,0.002027,0.063585,2.419336,0.624204,0.026187,Female,5-14 years,Influenza - Type A or B,0
S12000033,386500,810500,1,38,3.791076,0,0,0.011029,0.009188,0,0.0048,8.44E-04,0.01121,0.03438,0.060355,0.016481,0.025481,0.003713,0.209315,0.008193,0.206813,0,6.08E-04,0.002886,0.077677,2.419336,0.659008,0.029761,Female,5-14 years,Influenza - Type A(H1N1)pdm09,0
S12000033,387500,810500,1,38,4.017732,0,0,0.010954,0.008887,0.006257,0.006029,0.002196,0.014541,0.054481,0.068931,0.025719,0.028334,0.007114,0.226208,0.029937,0.245767,0,7.37E-04,0.002359,0.097866,2.419336,0.726697,0.035376,Female,5-14 years,Influenza - Type A(H3),0
S12000033,388500,810500,1,38,4.33249,0,0,0,0.00691,0.010498,0.009186,0.006601,0.020151,0.045415,0.081715,0.019267,0.031845,0.018285,0.292752,0.0844,0.346328,0,0.001175,0.005482,0.144251,2.419336,0.741744,0.047156,Female,5-14 years,Influenza - Type B,0
S12000033,389500,810500,1,38,4.618897,0,0,0,0.004534,0.010171,0.013793,0.009122,0.022902,0.053108,0.094488,0.017776,0.035226,0.037599,0.449803,0.093566,0.415864,0.002293,0.001426,0.024896,0.157873,2.419336,0.713673,0.041452,Female,5-14 years,Mycoplasma pneumoniae,1.432623707
S12000033,390500,810500,1,38,4.501198,0,0,0,0.003696,0,0.016174,5.96E-04,0.024731,0.001168,0.104784,4.92E-04,0.037706,0.010212,0.432453,0.006809,0.459156,0,0.002227,0.001889,0.154247,2.41146,0.75974,0.073663,Female,5-14 years,Parainfluenza virus,0.358155927
S12000033,391500,810500,1,38,4.694127,0,0,0,0.003281,0.007471,0.015141,0.008636,0.025823,0.043626,0.102054,0.014556,0.036401,0.045918,0.38434,0.248385,0.472966,0,0.002044,0.007329,0.149847,2.41146,0.636732,0.078111,Female,5-14 years,Respiratory syncytial virus,1.07446778
S12000033,392500,810500,1,38,5.040731,0,0,0,0.003095,0.006665,0.014355,0.015467,0.030162,0.053549,0.107482,0.017844,0.037921,0.071136,0.428699,0.352681,0.59706,0,0.001965,0.046132,0.163451,2.41146,0.595735,0.085874,Female,5-14 years,Rhinovirus,3.223403341
S12000033,393500,810500,1,38,5.400309,0,0,0,0.003247,0.007422,0.013618,0.022084,0.0315,0.064234,0.108526,0.021043,0.038243,0.100084,0.492873,0.413189,0.61844,0,0.001745,0.186925,0.180198,2.41146,0.604319,0.08116,Female,5-14 years,Seasonal coronavirus (Non-SARS-CoV-2),0
S12000033,394500,810500,1,38,5.267637,0,0,0.002419,0.003646,0.016382,0.013401,0.017577,0.030477,0.086995,0.105532,0.030034,0.037375,0.078329,0.510038,0.197208,0.588479,0,0.001568,0.223079,0.217605,2.41146,0.627222,0.068808,Male,5-14 years,Adenovirus,0.68557012
S12000033,395500,810500,1,38,4.560571,0,0,0,0.003423,0,0.012612,8.89E-04,0.025183,0.00263,0.091433,8.54E-04,0.032628,0.005207,0.516037,0.003382,0.473094,0,0.001436,2.45E-04,0.243818,2.435261,0.651625,0.060813,Male,5-14 years,Human metapneumovirus,0.34278506
S12000033,384500,809500,1,38,3.683369,0,0,0,0.004268,0,0.003746,4.39E-04,0.008965,0.001267,0.038935,5.80E-04,0.016197,0.003168,0.184138,0.001021,0.203655,0,4.71E-04,0.002553,0.057513,2.443985,0.690037,0.022436,Male,5-14 years,Influenza - Type A (any subtype),0
S12000033,385500,809500,1,38,3.655422,0,0,0,0.006224,0,0.004185,5.60E-04,0.009702,0.001631,0.047442,7.45E-04,0.019901,0.002898,0.191996,0,0.204879,0,5.15E-04,0.002069,0.062081,2.43644,0.638495,0.025655,Male,5-14 years,Influenza - Type A (not subtyped),0
S12000033,386500,809500,1,38,3.842902,0,0,0.013877,0.008602,0,0.004887,2.96E-04,0.011751,0.041334,0.060498,0.019857,0.025373,0.002804,0.203009,0.001173,0.229541,0,5.75E-04,0.002931,0.071314,2.43644,0.679553,0.029092,Male,5-14 years,Influenza - Type A or B,0
S12000033,387500,809500,1,38,4.071518,0,0,0.002781,0.009291,0,0.006401,0.001649,0.013768,0.012081,0.070531,0.005715,0.029218,0.003694,0.223703,0.026418,0.271161,0,6.71E-04,0.00193,0.0838,2.43644,0.836699,0.035568,Male,5-14 years,Influenza - Type A(H1N1)pdm09,0
S12000033,388500,809500,1,38,4.606641,0,0,0,0.005922,0.003281,0.00883,0.012613,0.016881,0.036329,0.073516,0.012412,0.028941,0.061036,0.266721,0.420335,0.3113,0,9.67E-04,0.009137,0.107397,2.43644,0.744779,0.04981,Male,5-14 years,Influenza - Type A(H3),0
S12000033,389500,809500,1,38,4.647404,0,0,0,0.004314,0.022712,0.009966,0.012816,0.022226,0.092509,0.083073,0.030657,0.03109,0.050255,0.342125,0.162491,0.48408,0.001023,0.001328,0.009717,0.126505,2.43644,0.662343,0.061728,Male,5-14 years,Influenza - Type B,0
S12000033,390500,809500,1,38,4.780226,0,0,0,0.00359,0.02042,0.01338,0.00933,0.026938,0.082505,0.099939,0.027434,0.035978,0.041486,0.393,0.135482,0.556285,0.002176,0.001484,0.022913,0.137161,2.453441,0.645314,0.07197,Male,5-14 years,Mycoplasma pneumoniae,1.02835518
S12000033,391500,809500,1,38,4.87358,0,0,0,0.003195,0.01646,0.01697,0.010074,0.031221,0.070128,0.11889,0.023277,0.04186,0.046778,0.416424,0.111715,0.619435,0.002003,0.001717,0.010374,0.149377,2.453441,0.631444,0.098802,Male,5-14 years,Parainfluenza virus,0
S12000033,392500,809500,1,38,5.156866,0,0,0,0.002992,0.002201,0.018307,0.017391,0.034728,0.041375,0.127892,0.0135,0.044604,0.063031,0.455928,0.306735,0.64658,0.001282,0.002019,0.009586,0.168216,2.453441,0.629468,0.117587,Male,5-14 years,Respiratory syncytial virus,1.37114024
S12000033,393500,809500,1,38,5.100051,0,0,0,0.002966,0,0.017251,0.011514,0.036371,0.025798,0.125884,0.00837,0.043836,0.049048,0.576185,0.15135,0.678268,0,0.002283,0.012278,0.207383,2.453441,0.610164,0.087661,Male,5-14 years,Rhinovirus,4.798990841
S12000033,394500,809500,1,38,5.256808,0,0,0,0.003027,0.012663,0.015828,0.014244,0.032797,0.070989,0.112463,0.023705,0.039474,0.056365,0.657621,0.217318,0.582737,0,0.001905,0.009015,0.239327,2.453441,0.639204,0.074683,Male,5-14 years,Seasonal coronavirus (Non-SARS-CoV-2),0
S12000033,395500,809500,1,38,4.51439,0,0,0,0.002473,0,0.01376,6.53E-04,0.026694,0.001589,0.094444,5.15E-04,0.033192,9.63E-04,0.537322,0.002938,0.474828,0,0.001512,1.14E-04,0.211482,2.446618,0.599573,0.065721,Female,15-44 years,Adenovirus,0.391690674
S12000033,384500,808500,1,38,3.75077,0,0,0,0.00435,0,0.004284,5.34E-04,0.010047,0.001446,0.041779,6.61E-04,0.017425,0.003128,0.205696,0.006196,0.238478,0,4.53E-04,0.001917,0.061876,2.443985,0.68614,0.022378,Female,15-44 years,Human metapneumovirus,0
S12000033,385500,808500,1,38,3.773543,0,0,0,0.007724,0,0.004828,1.64E-04,0.010343,4.46E-04,0.054697,2.05E-04,0.023318,0.003049,0.1971,9.32E-04,0.22186,0,4.94E-04,0.001347,0.063767,2.43644,0.721029,0.025795,Female,15-44 years,Influenza - Type A (any subtype),0
S12000033,386500,808500,1,38,4.08495,0,0,0.016238,0.007243,0,0.005471,0.00475,0.012564,0.058152,0.05989,0.026477,0.02485,0.017372,0.21088,0.072332,0.252652,0,5.49E-04,0.003057,0.069065,2.43644,0.776295,0.030667,Female,15-44 years,Influenza - Type A (not subtyped),0
S12000033,387500,808500,1,38,3.938644,0,0,0,0.008131,0,0.00626,7.27E-04,0.014533,0.001619,0.068718,5.96E-04,0.028227,0.006273,0.227878,0.013937,0.306687,0,6.26E-04,0.001922,0.077298,2.43644,0.701406,0.037364,Female,15-44 years,Influenza - Type A or B,0.097922669
S12000033,388500,808500,1,38,4.184355,0,0,0,0.005046,0,0.007589,0.001462,0.016792,0.003701,0.06782,0.001479,0.026471,0.00598,0.255523,0.024331,0.3841,0,7.55E-04,0.001993,0.088806,2.43644,0.807845,0.048225,Female,15-44 years,Influenza - Type A(H1N1)pdm09,0
S12000033,389500,808500,1,38,4.545334,0,0,0,0.003951,0,0.010432,0.009928,0.021785,0.019306,0.082837,0.006637,0.030669,0.041747,0.309962,0.288124,0.481678,0,0.001033,0.006242,0.104995,2.43644,0.615436,0.074131,Female,15-44 years,Influenza - Type A(H3),0
S12000033,390500,808500,1,38,5.186275,0,0,0,0.003463,0,0.013547,0.019414,0.028397,0.039115,0.102738,0.012693,0.036885,0.101839,0.388228,0.541953,0.620525,0,0.001423,0.021393,0.134844,2.453441,0.569487,0.096891,Female,15-44 years,Influenza - Type B,0.097922669
S12000033,391500,808500,1,38,5.375425,0,0,0,0.003116,0.017114,0.017144,0.020151,0.036371,0.104815,0.121618,0.034322,0.042775,0.105163,0.454195,0.294345,0.734267,0,0.001659,0.012744,0.15922,2.453441,0.589935,0.173031,Female,15-44 years,Mycoplasma pneumoniae,0.293768006
S12000033,392500,808500,1,38,5.470851,0,0,0,0.002911,0.0118,0.019275,0.026955,0.038841,0.092139,0.133929,0.030026,0.046588,0.113689,0.502408,0.336234,0.709471,9.34E-04,0.001827,0.018536,0.176806,2.453441,0.591908,0.163131,Female,15-44 years,Parainfluenza virus,0.489613343
S12000033,393500,808500,1,38,5.505752,0,0,0,0.002787,0.011394,0.018342,0.015083,0.041298,0.066744,0.134514,0.021795,0.04663,0.075763,0.793715,0.169456,0.690617,0.001599,0.002292,0.030429,0.211647,2.453441,0.620157,0.098049,Female,15-44 years,Respiratory syncytial virus,0.293768006
S12000033,394500,808500,1,38,5.428513,0,0,0,0.002604,0.012899,0.017733,0.014249,0.037448,0.057391,0.12404,0.019463,0.043123,0.076495,0.817469,0.166343,0.603697,0,0.002391,0.031198,0.25061,2.453441,0.627476,0.070439,Female,15-44 years,Rhinovirus,2.056376039
S12000033,395500,808500,1,38,4.609776,0,0,0,0.002151,0,0.014677,8.77E-04,0.02976,0.002596,0.098398,8.43E-04,0.034424,0.002138,0.603788,0.001114,0.483867,0,0.001804,5.10E-05,0.239927,2.446618,0.579125,0.067621,Female,15-44 years,Seasonal coronavirus (Non-SARS-CoV-2),0.097922669
